nu,n,D,test_mse,interval
5.0,8000,96,0.5596693754196167,3.2904481887817383
5.0,8000,128,0.048640165477991104,1.0781329870224
5.0,8000,160,0.5631468296051025,3.7062859535217285
5.0,8000,192,0.030154887586832047,0.7929861545562744
5.0,8000,224,0.12870658934116364,1.6446537971496582
5.0,8000,256,0.04133722558617592,0.7969620227813721
5.0,8000,288,0.04620714485645294,0.9416240453720093
5.0,8000,320,0.11789866536855698,1.6926240921020508
5.0,8000,352,0.06614571809768677,1.162109375
5.0,8000,384,0.17987290024757385,2.0622754096984863
5.0,8000,416,0.06679319590330124,1.3974270820617676
5.0,8000,448,0.07556401193141937,1.2385013103485107
5.0,8000,480,0.3976656496524811,2.0818111896514893
5.0,8000,512,0.03798705339431763,0.9169747829437256
7.5,200,32,0.23101681470870972,1.8851211071014404
7.5,200,64,0.4464695155620575,3.1325440406799316
7.5,200,96,0.46610549092292786,3.082329750061035
7.5,200,128,0.40252912044525146,2.5735960006713867
7.5,200,160,0.3374394476413727,2.02463960647583
7.5,200,192,0.11068195849657059,1.3785464763641357
7.5,200,224,0.13835273683071136,1.5877313613891602
7.5,200,256,0.19928687810897827,2.091853141784668
7.5,200,288,0.9411234259605408,3.8063552379608154
7.5,200,320,0.4236893951892853,2.3621230125427246
7.5,200,352,0.5799560546875,3.5833652019500732
7.5,200,384,0.28494909405708313,2.440335988998413
7.5,200,416,0.3142053186893463,1.985053300857544
7.5,200,448,0.18834587931632996,1.884003758430481
7.5,200,480,0.13683266937732697,1.6736278533935547
7.5,200,512,0.3890727162361145,2.572629451751709
7.5,500,32,0.21039962768554688,1.7648835182189941
7.5,500,64,0.0768352821469307,1.334367036819458
7.5,500,96,0.10035888105630875,1.4040660858154297
7.5,500,128,0.04859020933508873,0.9282345771789551
7.5,500,160,0.1434553563594818,1.796536922454834
7.5,500,192,0.08860398828983307,1.2195684909820557
7.5,500,224,0.1586676388978958,1.7414658069610596
7.5,500,256,0.0641968697309494,0.9934568405151367
7.5,500,288,0.21260467171669006,1.9510998725891113
7.5,500,320,0.11914024502038956,1.5596709251403809
7.5,500,352,0.10743319988250732,1.4687604904174805
7.5,500,384,0.17929266393184662,1.9561400413513184
7.5,500,416,0.20323076844215393,1.9788745641708374
7.5,500,448,0.1054205596446991,1.6014776229858398
7.5,500,480,0.11830051988363266,1.804609775543213
7.5,500,512,0.11882436275482178,1.5982784032821655
7.5,1000,32,0.05964173749089241,1.1852009296417236
7.5,1000,64,0.17726027965545654,1.5156105756759644
7.5,1000,96,0.2528802156448364,2.104097843170166
7.5,1000,128,0.02226155251264572,0.6090347766876221
7.5,1000,160,0.3106778562068939,2.392117977142334
7.5,1000,192,0.21902167797088623,1.975981593132019
7.5,1000,224,0.1706661432981491,1.7103791236877441
7.5,1000,256,0.0447850227355957,0.8024245500564575
7.5,1000,288,0.45867523550987244,2.257777690887451
7.5,1000,320,0.12071225792169571,1.7042286396026611
7.5,1000,352,0.5661875605583191,3.038935661315918
7.5,1000,384,0.14952489733695984,1.5895030498504639
7.5,1000,416,0.17696841061115265,1.9219194650650024
7.5,1000,448,0.13289912045001984,1.4542169570922852
7.5,1000,480,0.12096116691827774,1.694483995437622
7.5,1000,512,0.29768458008766174,2.226667881011963
7.5,2000,32,0.13859446346759796,1.9542629718780518
7.5,2000,64,0.13311399519443512,1.728928565979004
7.5,2000,96,0.48789525032043457,2.5493128299713135
7.5,2000,128,0.04479028284549713,0.8583570718765259
7.5,2000,160,0.5579724311828613,3.6541738510131836
7.5,2000,192,0.2350207418203354,2.261237382888794
7.5,2000,224,0.11443496495485306,1.4693000316619873
7.5,2000,256,0.05619312822818756,1.024330496788025
7.5,2000,288,0.5781825184822083,3.562678813934326
7.5,2000,320,0.11727116256952286,1.555213212966919
7.5,2000,352,0.2087838500738144,1.6133745908737183
7.5,2000,384,0.5610396265983582,3.375502586364746
7.5,2000,416,0.3936896324157715,2.808199882507324
