nu,n,D,test_mse,interval
30,4000,320,0.04655712842941284,0.9538209438323975
30,4000,352,0.045176927000284195,0.927944540977478
30,4000,384,0.055767279118299484,1.0137355327606201
30,4000,416,0.043182551860809326,0.8348752856254578
30,4000,448,0.04103293642401695,0.9289429783821106
30,4000,480,0.04715697094798088,0.9171801209449768
30,4000,512,0.03901182487607002,0.8697169423103333
30,6000,32,0.0890524759888649,1.2467188835144043
30,6000,64,0.06891991943120956,1.1721577644348145
30,6000,96,0.05464328080415726,1.0014421939849854
30,6000,128,0.04305505380034447,0.9042226076126099
30,6000,160,0.04422945901751518,0.9405834674835205
30,6000,192,0.045202914625406265,0.93128502368927
30,6000,224,0.04905853420495987,0.930769681930542
30,6000,256,0.050495170056819916,0.9913346171379089
30,6000,288,0.04250451549887657,0.8627452850341797
30,6000,320,0.0454523004591465,0.9200929999351501
30,6000,352,0.056523747742176056,0.9215142726898193
30,6000,384,0.06146768108010292,1.066726565361023
30,6000,416,0.04232245311141014,0.8433393239974976
30,6000,448,0.04851986840367317,0.9241507649421692
30,6000,480,0.0426209531724453,0.8940470218658447
30,6000,512,0.046175386756658554,0.9314076900482178
30,8000,32,0.0788607969880104,1.0805079936981201
30,8000,64,0.05477903038263321,0.9547185301780701
30,8000,96,0.049030955880880356,0.9305816888809204
30,8000,128,0.0460779070854187,0.9219928979873657
30,8000,160,0.04025248810648918,0.8806606531143188
30,8000,192,0.04786956310272217,0.9459677934646606
30,8000,224,0.04115806519985199,0.8924846649169922
30,8000,256,0.04666951298713684,0.9757250547409058
30,8000,288,0.05146582052111626,0.9270808696746826
30,8000,320,0.06412262469530106,1.081153154373169
30,8000,352,0.05298489332199097,0.975264847278595
30,8000,384,0.047301314771175385,0.8961449861526489
30,8000,416,0.03721533343195915,0.786432683467865
30,8000,448,0.04913187026977539,0.899713397026062
30,8000,480,0.03850770369172096,0.7928138375282288
30,8000,512,0.05053691938519478,0.9559692144393921
